7.111924191436597198e+01,8.035588864975456147e+01,2.365689490440938769e+01,1.000000000000000000e+00
7.298694810323084425e+01,8.730295719898944640e+01,4.284405671702769780e+01,1.000000000000000000e+00
6.652618567306956265e+01,8.536239474705874386e+01,2.801985653263501064e+01,1.000000000000000000e+00
6.906380530566488574e+01,8.093932077334903852e+01,4.584037149910978570e+01,1.000000000000000000e+00
7.048332545948775874e+01,7.671094620144917542e+01,4.866542675258737205e+01,1.000000000000000000e+00
5.668099916208188205e+01,9.606746779361209576e+01,4.726364609794219973e+01,1.000000000000000000e+00
7.229080561485558576e+01,8.490116044660975092e+01,3.804543977327693938e+01,1.000000000000000000e+00
7.173466418664223454e+01,8.241215512222709094e+01,2.390157531841174077e+01,1.000000000000000000e+00
6.410478659772813614e+01,8.843126358888294192e+01,4.177976312578263673e+01,1.000000000000000000e+00
5.179009067946559952e+01,8.928758342348518795e+01,2.986606424250319947e+01,1.000000000000000000e+00
7.439480014348339409e+01,7.529222868067954266e+01,3.659238004771478359e+01,1.000000000000000000e+00
7.279846559411399198e+01,7.511758687100106613e+01,3.324211123199449958e+01,1.000000000000000000e+00
6.086483450781036453e+01,9.380525274525474799e+01,3.149017473613988471e+01,1.000000000000000000e+00
7.288458605345738306e+01,7.545239172328669497e+01,4.735758444527782274e+01,1.000000000000000000e+00
6.820354674124699557e+01,7.644227594300190276e+01,3.354356577193887290e+01,1.000000000000000000e+00
5.803563455785931779e+01,8.474554188183091696e+01,2.902782475899697801e+01,1.000000000000000000e+00
6.573498275699907367e+01,8.133687295722765498e+01,3.007165850582122246e+01,1.000000000000000000e+00
6.429064715089577930e+01,8.619164446747859643e+01,3.117567515192690308e+01,1.000000000000000000e+00
6.766107612982787600e+01,9.662914694900976542e+01,3.613741478389911777e+01,1.000000000000000000e+00
6.757596149960602361e+01,7.626901922460403682e+01,3.921436556281781094e+01,1.000000000000000000e+00
6.275549574650767681e+01,9.071629718767346162e+01,2.880266383160635968e+01,1.000000000000000000e+00
