nan,7.830648390880080001e+01,3.307653673426714391e+01,1.000000000000000000e+00
7.341821321508108156e+01,nan,3.570266011324930844e+01,1.000000000000000000e+00
3.794379092637854001e+01,nan,6.800320553981420346e+01,0.000000000000000000e+00
6.976556645974434900e+01,8.587281708058736740e+01,nan,0.000000000000000000e+00
nan,8.593561125875348239e+01,3.786413080697247580e+01,1.000000000000000000e+00
7.027575613475728744e+01,7.820870372775213752e+01,nan,1.000000000000000000e+00
nan,8.130606988141836666e+01,2.748284623539348104e+01,1.000000000000000000e+00
4.282746056311414407e+01,8.334655482958199002e+01,nan,1.000000000000000000e+00
7.299470895587118946e+01,8.474724140107500148e+01,nan,1.000000000000000000e+00
nan,7.508030134645677833e+01,3.081947047262188377e+01,1.000000000000000000e+00
6.358236324265861583e+01,8.895976597447673839e+01,nan,1.000000000000000000e+00
nan,7.245828709051825456e+01,1.138900788915690612e+02,0.000000000000000000e+00
6.777051419562172896e+01,9.210813375745277654e+01,nan,1.000000000000000000e+00
6.231958275857675034e+01,7.671557955227299885e+01,nan,1.000000000000000000e+00
4.937326355620484719e+01,8.228093666829853703e+01,nan,0.000000000000000000e+00
5.994517691843788043e+01,7.637079493069896330e+01,nan,0.000000000000000000e+00
6.820546676782591078e+01,nan,3.586080261626614885e+01,1.000000000000000000e+00
nan,7.691407513071284541e+01,4.848409103796322484e+01,1.000000000000000000e+00
6.471104698340393213e+01,8.518156000213777190e+01,nan,1.000000000000000000e+00
4.520887763315869279e+01,nan,8.202439784606654882e+01,0.000000000000000000e+00
7.419785250239527841e+01,nan,3.787165431366771884e+01,1.000000000000000000e+00
nan,8.715925511062607711e+01,3.264082247403216286e+01,1.000000000000000000e+00
7.496052160444328649e+01,8.834927624163964310e+01,nan,1.000000000000000000e+00
5.792931820205600957e+01,nan,5.747303815811427796e+01,1.000000000000000000e+00
6.680635299548052330e+01,nan,8.634198797670367753e+01,0.000000000000000000e+00
4.812754895092452045e+01,nan,4.702375238489802456e+01,1.000000000000000000e+00
nan,1.063521712910026622e+02,8.398163474256315908e+01,0.000000000000000000e+00
6.603299792411085889e+01,nan,8.941050248478188678e+01,0.000000000000000000e+00
4.529293033480665542e+01,nan,6.540913000572662384e+01,0.000000000000000000e+00
4.713140905585280649e+01,nan,7.336837925186381426e+01,0.000000000000000000e+00
nan,7.778924056848671853e+01,4.544181389960950668e+01,1.000000000000000000e+00
6.912807470337759241e+01,8.594443796252446077e+01,nan,1.000000000000000000e+00
nan,1.084836662956002726e+02,6.636692499011857649e+01,0.000000000000000000e+00
4.408048508389737208e+01,9.921913740497279832e+01,nan,0.000000000000000000e+00
7.125902284142480880e+01,8.642169865629145420e+01,nan,1.000000000000000000e+00
nan,7.984904001924789441e+01,8.147042781108517318e+01,0.000000000000000000e+00
nan,7.828771292115894198e+01,8.818450528829035306e+01,0.000000000000000000e+00
nan,6.884679226609303271e+01,6.777251608529192595e+01,0.000000000000000000e+00
nan,8.103667854487015632e+01,5.001248556133491263e+01,1.000000000000000000e+00
