6.840051819088139951e+01,6.627250010784420908e+01,4.742890967712205708e+01
8.612360477782189605e+01,7.742871196589840110e+01,5.094421073483557905e+01
5.288702162150973152e+01,7.276159933835792515e+01,3.671849521112940096e+01
7.720368290536025313e+01,7.111369786530403303e+01,4.800318625624186097e+01
7.876764343690018677e+01,8.133423401350898985e+01,4.009684333577311577e+01
8.181092418941639721e+01,1.058227639155810778e+02,3.415173560683086151e+01
7.943976072163592050e+01,5.568431416558640734e+01,4.023639876216044797e+01
2.639752632593427251e+01,5.865270511857568181e+01,4.339204514101147225e+01
8.784237906819420516e+01,4.817337660447287107e+01,1.593027531265337160e+01
7.189105345956699011e+01,7.244357958022568766e+01,4.511698200273834658e+01
6.661553186312335129e+01,2.054881955133830473e+01,5.289246802198690034e+01
1.767669440788245083e+01,1.124899117926431558e+02,8.026581603602565451e+00
7.505148399829738537e+01,6.205364113518443503e+01,3.162876958281313122e+01
3.827449028467675163e+01,5.514982382976799613e+01,5.764054708605528532e+01
8.886303010803712255e+01,6.150368772643985693e+01,2.495977753214696193e+01
8.527047655575204033e+01,9.299651208628247900e+01,3.994264919829993232e+01
3.592427153534572426e+01,8.283068505694690487e+01,3.419119708064921781e+01
8.634899132078396633e+01,6.616902369659116800e+01,5.379915674155099481e+01
3.059168135970540447e+01,3.110714158823748221e+01,7.145311875412316738e+01
7.551738721238696428e+01,8.542787442432975809e+01,3.845294800843002747e+01
5.805426333380471959e+01,8.493154603864596197e+00,8.147553774260512682e+01
8.606230466389959588e+01,6.936029478122841851e+01,2.802676985642780494e+01
6.464478496767637239e+01,3.266635986829101057e+01,5.390308133117749634e+01
6.673773534466050705e+01,3.948435698410229833e+01,5.900213108441685961e+01
6.084485331844410894e+01,4.867932838213481261e+01,3.923902337126124706e+01
9.755511494810076556e+01,4.734433038703456020e+01,8.279711046646815475e+01
3.567828454581976416e+01,1.338186320242540432e+02,4.516266473055125630e+01
4.502329510220083364e+01,9.069748228029835957e+01,1.935027300571861986e+01
9.631959512383608057e+01,5.632741138650941082e+01,2.582631032132600524e+01
8.233502393524851470e+01,3.649461150898279982e+01,3.001609695399261568e+01
7.238038437398876113e+01,6.121410070395138092e+01,3.500062863760489051e+01
7.876877295826228931e+01,5.512470870044055715e+01,4.298383502847338633e+01
6.829880813998661893e+01,2.147543390946501773e+01,4.543883052738752326e+01
5.487231830657898968e+01,6.338066449708728101e+01,4.303489002757859083e+01
5.233163357654676417e+01,6.348351855161601520e+01,5.800676315391834947e+01
3.386252438315265323e+01,9.648529722912510920e+01,5.224122434805308046e+01
8.383722887293527037e+01,7.220737395263722647e+01,3.780620581244757972e+01
7.815410728168893684e+01,7.089873384236256015e+01,4.526073925336677206e+01
2.851299308259246246e+01,3.489255188769939764e+01,6.255714113547509214e+01
5.406002520454480020e+01,3.913780212682623016e+01,6.791479568454646198e+01
1.018772317193622570e+02,7.035373697962042172e+01,3.722961681570615866e+01
7.277656151979888932e+01,7.355567472130439910e+01,6.133697630095907982e+01
9.053601118324436925e+01,1.243346999800913579e+02,5.228072996121253624e+01
7.959176401471782469e+01,8.299575160069214519e+01,2.356363978893670108e+01
7.520190980095557620e+01,6.458939779215825183e+01,4.386011207936887502e+01
8.118602477784635596e+01,6.280232638123882793e+01,4.466530298967194312e+01
8.047062646288313204e+01,1.312124045284010947e+02,5.512898512071392076e+01
5.040572417826771101e+01,1.551777003996286908e+01,4.972784969179258496e+01
7.584120266578212011e+01,9.280893162806459884e+01,5.700962652779765705e+01
8.803717499777566502e+01,7.495008109066424140e+01,4.010905022451827762e+01
8.496361398156491873e+01,8.254586545299996203e+01,4.626265206762799664e+01
1.933580232286001888e+01,3.151919481420823033e+01,6.136865148613079413e+01
5.996200125281198723e+01,6.270288669714262397e+01,4.858817825904423415e+01
6.699258636342524653e+01,4.998325684672673219e+01,2.634637781539188239e+01
5.420658935560010150e+01,8.911982154794220889e+01,4.389326747702623521e+01
5.045924812944623739e+01,3.331994989309882271e+01,2.374310392495923949e+01
9.928636359511949649e+01,8.880556092685606018e+01,3.979294796322267302e+01
8.162590609193136970e+01,9.865480481558924453e+01,6.387106147069316364e+01
6.289419396026350739e+01,6.080458486477047586e+01,4.922463247591750957e+01
7.731412039278247050e+01,9.834775865064673894e+01,5.908188957947325548e+01
6.430441944625104611e+01,1.065403836234857096e+02,5.170637859934348768e+01
4.564738784902233704e+01,9.980175753097014990e+00,3.611513843511572475e+01
6.547715686910586896e+01,7.492808860914492186e+01,3.625807235390709593e+01
9.125489323262249286e+01,7.401802903827532987e+01,1.756606841174875555e+01
5.881062579569502446e+01,1.178622244280851135e+02,3.393339758729524647e+01
7.478797478764678885e+01,6.507013912233942676e+01,3.942534949822234580e+01
5.833513774492620030e+01,3.535641291996724078e+01,7.899672023249182473e+01
7.219234213363193930e+01,7.879513810237222060e+01,3.469273242418476144e+01
9.391509416270945110e+01,3.925783614636640095e+01,4.229501469642813305e+01
8.601751784902384657e+01,4.760211048490099728e+01,5.531494821548233176e+01
4.868666321182911361e+01,7.013022080232700262e+01,5.294513550457899242e+01
7.278038088213544654e+01,7.460134865137040094e+01,4.668881686355890537e+01
8.749976767434084479e+01,6.843280788637179057e+01,5.238974521093361147e+01
3.120660554879968274e+01,6.237374248947669741e+01,4.692496362120036224e+01
7.559562190994191155e+01,8.127516461133572534e+01,4.361348587317486647e+01
8.475524673314163238e+01,8.207409515609850814e+01,4.197008011489527490e+01
1.038045652330918358e+02,6.612192336840509199e+01,5.715963827206276449e+01
4.926575000377665958e+01,4.333386737971334668e+01,6.257472813242860354e+01
7.464402208253225979e+01,7.289367459564221008e+01,2.946633988788001801e+01
7.767616360137162701e+01,6.882475993593547514e+01,4.561414362238418363e+01
6.198780877597213390e+01,9.285643944242312386e+01,2.921288503823745231e+01
7.422852016209670012e+01,3.230856692751591908e+01,7.116327578318730218e+01
4.945901116484732540e+01,3.255821127764728828e+01,-5.977072221251056305e+00
8.853875859612236354e+01,7.159614497346615281e+01,4.187461803456690745e+01
7.906362714472426489e+01,5.138509326993496984e+01,3.258232378472144575e+01
6.792084524633555986e+01,4.524806033312755460e+01,4.051815017155201559e+01
7.830593983518276957e+01,6.920150227628255379e+01,3.035705473891439610e+01
8.410525092529404390e+01,8.886501396649745743e+01,4.804368316997907584e+01
8.595044052350218067e+01,6.432382751022127820e+01,3.003396426029124910e+01
3.326740611885566068e+01,8.312595682709572031e+01,8.371407534651375215e+00
7.976141456361020232e+01,8.520720529798596488e+01,4.476135114476834787e+01
5.831486825894685211e+01,7.150238840418670350e+01,4.810065575267292104e+01
8.254830395264838216e+01,1.028966469487239408e+02,5.031259390444969171e+01
6.635811452449024728e+01,6.714297372127613528e+01,4.357732081890887343e+01
6.163702696026600591e+01,8.305625841790271124e+01,1.770686178744749384e+01
4.782743378163449677e+01,9.496553612366614061e+01,3.870335198518499453e+01
4.397749035652110194e+01,1.108442780132134260e+02,1.786059232614970682e+01
