7.660533099809202895e+01,5.449389594572085116e+01,3.966705402337970554e+01,1.000000000000000000e+00
7.410265668490578150e+01,8.202106676905890481e+01,3.528231146292001341e+01,1.000000000000000000e+00
8.000522226768231349e+01,9.319852175812718542e+01,5.344317959278421881e+01,1.000000000000000000e+00
7.286426988587206210e+01,6.227493549790681726e+01,4.860582103276146171e+01,1.000000000000000000e+00
5.214779233102191114e+01,5.968691697379516370e+01,4.512329107570453601e+01,1.000000000000000000e+00
8.509961777066251898e+01,5.851136079889532482e+01,3.044619461358485069e+01,1.000000000000000000e+00
7.749660997117688055e+01,5.158690361613393804e+01,3.336480837409946076e+01,1.000000000000000000e+00
9.792531143570406016e+01,6.541413693272762941e+01,4.837898122934217326e+01,1.000000000000000000e+00
8.983652481386175737e+01,5.935294772661188034e+01,2.788098797605002233e+01,1.000000000000000000e+00
8.810625786915957747e+01,7.684346804102213468e+01,3.008194920143762729e+01,1.000000000000000000e+00
9.424776022955505539e+01,7.188269995642296806e+01,2.101254094913059589e+01,1.000000000000000000e+00
7.509896621374596748e+01,5.842640239627446874e+01,4.064901624365857913e+01,1.000000000000000000e+00
7.880984881119994157e+01,7.572913375641726930e+01,4.074156331271380793e+01,1.000000000000000000e+00
3.482962698852001182e+01,6.040027449951275429e+01,4.553677381951331427e+01,1.000000000000000000e+00
7.920878085220992659e+01,5.769733199231943388e+01,4.708991272648002990e+01,1.000000000000000000e+00
6.360264039645899459e+01,8.594520011898194412e+01,4.023951013870185278e+01,1.000000000000000000e+00
8.477691583194553004e+01,5.501847718844611279e+01,3.755469730676188789e+01,1.000000000000000000e+00
6.554205278175149374e+01,6.999713370975936755e+01,2.849213496760041053e+01,1.000000000000000000e+00
8.067376760796112478e+01,5.702585695071947214e+01,5.020775085097466217e+01,1.000000000000000000e+00
6.583582365516933521e+01,5.042357992504920361e+01,5.646497001457123588e+01,1.000000000000000000e+00
7.855586891541983618e+01,7.376458486320942143e+01,3.480248015776945181e+01,1.000000000000000000e+00
9.551451985181176951e+01,7.186962225185294528e+01,3.874735075110100979e+01,1.000000000000000000e+00
5.967340510976487167e+01,7.123764615589738014e+01,3.866343305973884981e+01,1.000000000000000000e+00
7.495645953941516382e+01,5.433568916525959480e+01,3.814740893724337667e+01,1.000000000000000000e+00
7.722918823561575152e+01,3.994130605292768621e+01,5.951961781485483272e+01,1.000000000000000000e+00
7.500108972532503060e+01,6.005443960280241811e+01,3.872950854422325051e+01,1.000000000000000000e+00
8.109244267720151811e+01,7.342317413671123916e+01,6.252450667592275124e+01,1.000000000000000000e+00
7.656085882451282032e+01,7.097268137272587296e+01,4.468121031892538042e+01,1.000000000000000000e+00
7.300077799135848977e+01,6.768167346525628147e+01,4.786511096006196908e+01,1.000000000000000000e+00
6.534244707669240881e+01,5.017887501054636346e+01,4.350710432598604172e+01,1.000000000000000000e+00
5.799511260381077449e+01,8.324187230585033603e+01,6.105775740320738976e+01,1.000000000000000000e+00
8.137938305525867122e+01,7.224906251528067003e+01,4.506451743209888861e+01,1.000000000000000000e+00
8.742481192447365856e+01,8.908063710293140502e+01,3.824904417139632784e+01,1.000000000000000000e+00
7.701550229935442360e+01,4.005951112048641960e+01,5.350812395503897534e+01,1.000000000000000000e+00
9.480285571598544436e+01,9.608359605617559396e+01,5.574585369637020449e+01,1.000000000000000000e+00
6.847557202173450719e+01,5.408635984283326081e+01,4.226842915062155726e+01,1.000000000000000000e+00
8.133369666521953434e+01,8.054231090972341178e+01,4.305040706271865503e+01,1.000000000000000000e+00
7.386981051561525646e+01,7.483099175530620073e+01,3.944201236338209071e+01,1.000000000000000000e+00
8.948129495347876627e+01,8.423807772295359086e+01,3.889675333697640269e+01,1.000000000000000000e+00
8.074517622338585454e+01,5.917964142152766982e+01,3.802353288551068999e+01,1.000000000000000000e+00
8.481258486429935317e+01,7.436755760975444218e+01,3.523194110826308645e+01,1.000000000000000000e+00
1.055557160254732025e+02,6.150679609028043160e+01,3.843678673433942095e+01,1.000000000000000000e+00
6.095434018254802311e+01,3.382372577967627336e+01,1.973222378974579172e+01,1.000000000000000000e+00
9.591802801150329572e+01,7.614464132059930535e+01,2.484051150988782908e+01,1.000000000000000000e+00
7.723711647992558937e+01,3.509203427832762401e+01,4.598113029432879273e+01,1.000000000000000000e+00
8.894746935696701939e+01,9.275241194990454119e+01,4.114301508144220776e+01,1.000000000000000000e+00
9.231172296906731845e+01,7.145144563095715284e+01,4.193365286582670137e+01,1.000000000000000000e+00
7.564231694272550044e+01,7.987054165952936557e+01,4.915993294507697442e+01,1.000000000000000000e+00
8.267692401279967385e+01,6.507202026130640604e+01,4.591875653391498702e+01,1.000000000000000000e+00
5.942154092805954235e+01,7.020969173849778144e+01,5.044997841613304246e+01,1.000000000000000000e+00
9.391732282675039301e+01,8.376027980916238391e+01,3.023798687842749544e+01,1.000000000000000000e+00
7.235203402625836588e+01,6.968209253085777277e+01,4.565394647204611545e+01,1.000000000000000000e+00
7.618237964691518016e+01,5.962702887499043669e+01,3.572691367118257233e+01,1.000000000000000000e+00
6.492478383031659916e+01,8.645822436542771072e+01,5.308558110630242766e+01,1.000000000000000000e+00
9.003711675704406048e+01,6.019267960363696091e+01,3.379405909319189050e+01,1.000000000000000000e+00
7.622539121080335178e+01,7.013395600547917752e+01,2.962200076344516830e+01,1.000000000000000000e+00
9.924951891848459695e+01,5.963027068567892286e+01,4.052500055864084061e+01,1.000000000000000000e+00
1.004417674427537577e+02,8.266263957533105611e+01,4.308680085888621392e+01,1.000000000000000000e+00
8.240522216045167170e+01,4.279511699919316925e+01,4.457786334065090017e+01,1.000000000000000000e+00
8.608696742983170225e+01,7.089567405557106383e+01,4.728071319330484812e+01,1.000000000000000000e+00
1.138480838134501596e+02,7.230154433650895385e+01,2.991279315954551521e+01,1.000000000000000000e+00
8.489244644479197177e+01,6.578276288756323709e+01,3.671021313089269000e+01,1.000000000000000000e+00
8.824496829638474082e+01,7.929258701703258794e+01,4.168422146306033937e+01,1.000000000000000000e+00
6.987494412847001968e+01,7.059379031361569901e+01,4.805824962481204921e+01,1.000000000000000000e+00
6.392736332135631017e+01,5.811646215561106033e+01,5.074714726611086490e+01,1.000000000000000000e+00
1.034144824066736135e+02,6.707574852792956221e+01,3.406505082108090221e+01,1.000000000000000000e+00
5.928811392149445680e+01,7.161987735390577825e+01,4.635938389020144257e+01,1.000000000000000000e+00
7.284161496831966076e+01,6.017208579535126489e+01,5.010177134796150256e+01,1.000000000000000000e+00
8.143175386052087106e+01,6.084504631345895831e+01,3.392409203020815056e+01,1.000000000000000000e+00
